Geo Point;Geo Shape;Street;MotDir;Id_Seg_Ges;Id_Seg_Obs;commune;code_insee;codsti;Nrivoli;Longueur;Type;arrete;date_mes;Annee;pole;SensUnique;DoubleSens_Cyclable;commentaire
43.6080446511,1.44262296565;"{""type"": ""LineString"", ""coordinates"": [[1.442489253519124, 43.608181334631524], [1.442550015166521, 43.60810635357078], [1.44273077505803, 43.6079430916869], [1.442773885792032, 43.60793302266032]]}";RUE BELLEGARDE;BELLEGARDE (RUE BELLEGARDE);9270;9270;TOULOUSE;31555;315550742447;3105551012;37;Zone de Rencontre;20/033;2020-08-01T02:00:00+02:00;2020;Centre;oui;oui;Arrêté temporaire du 16/05 au 01/08 date arrêté definitif
43.6098639779,1.44389800934;"{""type"": ""LineString"", ""coordinates"": [[1.443691331876646, 43.60962158538582], [1.444104686807774, 43.61010637044736]]}";RUE DE L ARC;ARC (RUE DE L ARC);3266;3266;TOULOUSE;31555;315550224044;3105550422;63;Zone de Rencontre;20/033;2020-08-01T02:00:00+02:00;2020;Centre;oui;oui;Arrêté temporaire du 16/05 au 01/08 date arrêté definitif
43.6102669307,1.44298801004;"{""type"": ""LineString"", ""coordinates"": [[1.442573769016067, 43.60999494958144], [1.442823378119531, 43.610106727130486], [1.443172597718839, 43.610440573742544], [1.443400254117204, 43.61054171068005]]}";RUE MERLY;MERLY (RUE MERLY);3264;3264;TOULOUSE;31555;315554595221;3105555896;92;Zone de Rencontre;20/033;2020-08-01T02:00:00+02:00;2020;Centre;oui;oui;Arrêté temporaire du 16/05 au 01/08 date arrêté definitif
43.6024685661,1.43499969214;"{""type"": ""LineString"", ""coordinates"": [[1.434135059071807, 43.60127003189996], [1.435864325200446, 43.60366710036378]]}";PONT SAINT PIERRE;PIERRE (PONT SAINT PIERRE);4636;4636;TOULOUSE;31555;315558350909;310555X021;301;Zone de Rencontre;20/033;2020-08-01T02:00:00+02:00;2020;Centre;;;Arrêté temporaire du 16/05 au 01/08 date arrêté definitif
43.6036915751,1.43448126908;"{""type"": ""LineString"", ""coordinates"": [[1.434626873133743, 43.60361940804159], [1.434335665028471, 43.603763742111084]]}";QU SAINT PIERRE;PIERRE (QU SAINT PIERRE);3122;3122;TOULOUSE;31555;315556371230;3105557952;28;Zone de Rencontre;20/033;2020-08-01T02:00:00+02:00;2020;Centre;oui;oui;Arrêté temporaire du 16/05 au 01/08 date arrêté definitif
43.6085107636,1.43738935947;"{""type"": ""LineString"", ""coordinates"": [[1.43749233184897, 43.60847692210108], [1.437384927099967, 43.60851864559813], [1.437283166422806, 43.60853202488075]]}";PL SAINT JULIEN;JULIEN (PL SAINT JULIEN);7985;7985;TOULOUSE;31555;315556275246;3105557864;18;Zone de Rencontre;20/033;2020-08-01T02:00:00+02:00;2020;Centre;;;Arrêté temporaire du 16/05 au 01/08 date arrêté definitif
43.6065719536,1.4389683257;"{""type"": ""LineString"", ""coordinates"": [[1.438730353389551, 43.60632767477096], [1.438889379374777, 43.60648883101981], [1.439204737580821, 43.60681775016272]]}";RUE ALBERT LAUTMANN;LAUTMANN (RUE ALBERT LAUTMANN);3136;3136;TOULOUSE;31555;315553974437;3105550116;67;Zone de Rencontre;20/033;2020-08-01T02:00:00+02:00;2020;Centre;oui;oui;Arrêté temporaire du 16/05 au 01/08 date arrêté definitif
43.6070569779,1.43942574713;"{""type"": ""LineString"", ""coordinates"": [[1.439204737580821, 43.60681775016272], [1.439646756686749, 43.60729620564611]]}";RUE ALBERT LAUTMANN;LAUTMANN (RUE ALBERT LAUTMANN);3137;3137;TOULOUSE;31555;315553974437;3105550116;64;Zone de Rencontre;20/033;2020-08-01T02:00:00+02:00;2020;Centre;oui;oui;Arrêté temporaire du 16/05 au 01/08 date arrêté definitif
43.6048774754,1.44096813301;"{""type"": ""LineString"", ""coordinates"": [[1.44140803703251, 43.60471491134987], [1.44052822898063, 43.60504003941787]]}";RUE ANTOINE DEVILLE;DEVILLE (RUE ANTOINE DEVILLE);3133;3133;TOULOUSE;31555;315552297646;3105552644;80;Zone de Rencontre;20/033;2020-08-01T02:00:00+02:00;2020;Centre;oui;oui;Arrêté temporaire du 16/05 au 01/08 date arrêté definitif
43.602538285,1.44210654864;"{""type"": ""LineString"", ""coordinates"": [[1.442217306921704, 43.60196901088027], [1.442187660518436, 43.60212394704787], [1.442095268226214, 43.602555589250784], [1.442031323922387, 43.602912724156894], [1.442032273039035, 43.60311142796305]]}";RUE SAINTE URSULE;URSULE (RUE SAINTE URSULE);3170;3170;TOULOUSE;31555;315556425629;3105558076;128;Zone de Rencontre;18/204;2018-12-10T01:00:00+01:00;2018;Centre;oui;oui;
43.6008906268,1.4423469294;"{""type"": ""LineString"", ""coordinates"": [[1.442466484007368, 43.600543270868194], [1.442324052248208, 43.600926274560884], [1.442248988127305, 43.60124452273951]]}";RUE DE LA BOURSE;BOURSE (RUE DE LA BOURSE);4796;4796;TOULOUSE;31555;315551116813;3105551380;80;Zone de Rencontre;18/204;2018-12-10T01:00:00+01:00;2018;Centre;oui;oui;
43.6000923289,1.44209307908;"{""type"": ""LineString"", ""coordinates"": [[1.44199695217215, 43.60016489319518], [1.442189205983618, 43.60001976464268]]}";PL D ASSEZAT;ASSEZAT (PL D ASSEZAT);5666;5666;TOULOUSE;31555;315550332842;3105550584;22;Zone de Rencontre;18/204;2018-12-10T01:00:00+01:00;2018;Centre;;;
43.601765295,1.4422392415;"{""type"": ""LineString"", ""coordinates"": [[1.442261176075247, 43.60156157911659], [1.442217306921704, 43.60196901088027]]}";RUE SAINTE URSULE;URSULE (RUE SAINTE URSULE);3171;3171;TOULOUSE;31555;315556425629;3105558076;45;Zone de Rencontre;18/204;2018-12-10T01:00:00+01:00;2018;Centre;oui;oui;
43.6047930402,1.44905348713;"{""type"": ""LineString"", ""coordinates"": [[1.448488111207313, 43.60481323573581], [1.449618863051373, 43.60477284471693]]}";RUE DES TROIS JOURNEES;JOURNEES (RUE DES TROIS JOURNEES);4719;4719;TOULOUSE;31555;315556979210;3105558604;91;Zone de Rencontre;20/033;2020-08-01T02:00:00+02:00;2020;Centre;oui;oui;Arrêté temporaire du 16/05 au 01/08 date arrêté definitif
43.6038624998,1.44928863434;"{""type"": ""LineString"", ""coordinates"": [[1.448797724995746, 43.603954687823034], [1.449779543680223, 43.603770311846716]]}";RUE MAURICE FONVIEILLE;FONVIEILLE (RUE MAURICE FONVIEILLE);4727;4727;TOULOUSE;31555;315552889649;3105555796;82;Zone de Rencontre;20/033;2020-08-01T02:00:00+02:00;2020;Centre;oui;oui;Arrêté temporaire du 16/05 au 01/08 date arrêté definitif
43.6010248302,1.44899491402;"{""type"": ""LineString"", ""coordinates"": [[1.447903624364516, 43.60121619934186], [1.448080836021634, 43.601206236554724], [1.448418917281565, 43.601146444453846], [1.448852512315102, 43.601055236641265], [1.449124360468597, 43.60098450702732], [1.44941965201425, 43.600913028994306], [1.449714284647023, 43.60088600397549], [1.450089630906702, 43.600859619412134]]}";RUE D ASTORG;ASTORG (RUE D ASTORG);4735;4735;TOULOUSE;31555;315550336005;3105550588;181;Zone de Rencontre;20/033;2020-08-01T02:00:00+02:00;2020;Centre;oui;oui;Arrêté temporaire du 16/05 au 01/08 date arrêté definitif
43.600141763,1.44843299482;"{""type"": ""LineString"", ""coordinates"": [[1.448501996164401, 43.599761962605214], [1.448601532564721, 43.59980910261652], [1.448619732751584, 43.59989818212743], [1.448319286627679, 43.600316854676265], [1.44819970257783, 43.600566639963596]]}";RUE BOULBONNE;BOULBONNE (RUE BOULBONNE);5284;5284;TOULOUSE;31555;315551062414;3105551316;101;Zone de Rencontre;20/033;2020-08-01T02:00:00+02:00;2020;Centre;oui;oui;Arrêté temporaire du 16/05 au 01/08 date arrêté definitif
43.5997430563,1.44886615217;"{""type"": ""LineString"", ""coordinates"": [[1.449230308177701, 43.59972415000199], [1.448501996164401, 43.599761962605214]]}";PL SAINT ETIENNE;ETIENNE (PL SAINT ETIENNE);5753;5753;TOULOUSE;31555;315556182435;3105557756;59;Zone de Rencontre;20/033;2020-08-01T02:00:00+02:00;2020;Centre;;;Arrêté temporaire du 16/05 au 01/08 date arrêté definitif
43.5995759144,1.44995298875;"{""type"": ""LineString"", ""coordinates"": [[1.449649404872944, 43.59973122151648], [1.449774997041175, 43.59960258797638], [1.44982788606186, 43.59954717664854], [1.45030713328576, 43.59953673270638]]}";IMP DE LA PREFECTURE;PREFECTURE (IMP DE LA PREFECTURE);5289;5289;TOULOUSE;31555;315555574455;3105557100;64;Zone de Rencontre;20/033;2020-08-01T02:00:00+02:00;2020;Centre;;;Arrêté temporaire du 16/05 au 01/08 date arrêté definitif
43.6015581331,1.44999491171;"{""type"": ""LineString"", ""coordinates"": [[1.450126439871318, 43.60156785044631], [1.449863383556684, 43.60154841580201]]}";RUE DELPECH;DELPECH (RUE DELPECH);4747;4747;TOULOUSE;31555;315552220812;3105552572;21;Zone de Rencontre;20/033;2020-08-01T02:00:00+02:00;2020;Centre;oui;oui;Arrêté temporaire du 16/05 au 01/08 date arrêté definitif
43.5971084785,1.44632376571;"{""type"": ""LineString"", ""coordinates"": [[1.44604328880323, 43.597365983949366], [1.44660424262669, 43.59685097313479]]}";RUE THEODORE OZENNE;OZENNE (RUE THEODORE OZENNE);4857;4857;TOULOUSE;31555;315555104044;3105556448;73;Zone de Rencontre;20/033;2020-08-01T02:00:00+02:00;2020;Centre;;;Arrêté temporaire du 16/05 au 01/08 date arrêté definitif
43.5975910665,1.44579063026;"{""type"": ""LineString"", ""coordinates"": [[1.445537971713013, 43.59781614910873], [1.44604328880323, 43.597365983949366]]}";RUE THEODORE OZENNE;OZENNE (RUE THEODORE OZENNE);4822;4822;TOULOUSE;31555;315555104044;3105556448;65;Zone de Rencontre;20/033;2020-08-01T02:00:00+02:00;2020;Centre;;;Arrêté temporaire du 16/05 au 01/08 date arrêté definitif
43.5972884617,1.44808138116;"{""type"": ""LineString"", ""coordinates"": [[1.447945767438863, 43.59715763834367], [1.448081868968268, 43.59728454472472], [1.448212593370786, 43.59742370297304]]}";RUE PERCHEPINTE;PERCHEPINTE (RUE PERCHEPINTE);5409;5409;TOULOUSE;31555;315555292849;3105556744;37;Zone de Rencontre;20/033;2020-08-01T02:00:00+02:00;2020;Centre;oui;oui;Arrêté temporaire du 16/05 au 01/08 date arrêté definitif
43.5955897004,1.44791895691;"{""type"": ""LineString"", ""coordinates"": [[1.447637022827631, 43.59585902370147], [1.448200890996142, 43.59532037714342]]}";RUE THEODORE OZENNE;OZENNE (RUE THEODORE OZENNE);4872;4872;TOULOUSE;31555;315555104044;3105556448;75;Zone de Rencontre;20/033;2020-08-01T02:00:00+02:00;2020;Centre;;;Arrêté temporaire du 16/05 au 01/08 date arrêté definitif
43.5948594768,1.44869770082;"{""type"": ""LineString"", ""coordinates"": [[1.448471262377231, 43.59508502110482], [1.448924139255095, 43.5946339324614]]}";RUE THEODORE OZENNE;OZENNE (RUE THEODORE OZENNE);5263;5263;TOULOUSE;31555;315555104044;3105556448;62;Zone de Rencontre;20/033;2020-08-01T02:00:00+02:00;2020;Centre;;;Arrêté temporaire du 16/05 au 01/08 date arrêté definitif
43.5964161565,1.45094250451;"{""type"": ""LineString"", ""coordinates"": [[1.451286178504223, 43.596285889279045], [1.450598830516888, 43.596546423732]]}";RUE DU HUIT MAI 1945;MAI 1945 (RUE DU HUIT MAI 1945);5397;5397;TOULOUSE;31555;315553481652;3105554272;62;Zone de Rencontre;20/033;2020-08-01T02:00:00+02:00;2020;Centre;;;Arrêté temporaire du 16/05 au 01/08 date arrêté definitif
43.5974078516,1.44223285948;"{""type"": ""LineString"", ""coordinates"": [[1.442344795681927, 43.59701798652126], [1.442120923277467, 43.597797716663905]]}";RUE DE LA DALBADE;DALBADE (RUE DE LA DALBADE);4834;4834;TOULOUSE;31555;315552118421;3105552464;89;Zone de Rencontre;20/033;2020-08-01T02:00:00+02:00;2020;Centre;oui;oui;Arrêté temporaire du 16/05 au 01/08 date arrêté definitif
43.5945738626,1.44369546445;"{""type"": ""LineString"", ""coordinates"": [[1.443918115613249, 43.59452978491867], [1.443670857273561, 43.5945249972208], [1.443519584840405, 43.594716817356186]]}";RUE DE LA FONDERIE;FONDERIE (RUE DE LA FONDERIE);4837;4837;TOULOUSE;31555;315552857634;3105553360;44;Zone de Rencontre;20/033;2020-08-01T02:00:00+02:00;2020;Centre;oui;oui;Arrêté temporaire du 16/05 au 01/08 date arrêté definitif
43.5945743469,1.44315005913;"{""type"": ""LineString"", ""coordinates"": [[1.443137376425049, 43.59450849467891], [1.443162741831056, 43.59464019911558]]}";RUE DE LA HACHE;HACHE (RUE DE LA HACHE);4883;4883;TOULOUSE;31555;315553401645;3105554092;15;Zone de Rencontre;20/033;2020-08-01T02:00:00+02:00;2020;Centre;;;Arrêté temporaire du 16/05 au 01/08 date arrêté definitif
43.5953100654,1.44364231101;"{""type"": ""LineString"", ""coordinates"": [[1.443201523119579, 43.59526779130822], [1.443593965646372, 43.5953144067141], [1.444084410318153, 43.59533626025947]]}";RUE DES POUTIROUX;POUTIROUX (RUE DES POUTIROUX);4839;4839;TOULOUSE;31555;315555539206;3105557060;72;Zone de Rencontre;20/033;2020-08-01T02:00:00+02:00;2020;Centre;oui;oui;Arrêté temporaire du 16/05 au 01/08 date arrêté definitif
43.5951197153,1.44403947918;"{""type"": ""LineString"", ""coordinates"": [[1.443994548051699, 43.59490317038765], [1.444084410318153, 43.59533626025947]]}";RUE PHARAON;PHARAON (RUE PHARAON);4846;4846;TOULOUSE;31555;315555379253;3105556836;49;Zone de Rencontre;20/033;2020-08-01T02:00:00+02:00;2020;Centre;oui;oui;Arrêté temporaire du 16/05 au 01/08 date arrêté definitif
43.5947164777,1.44395633183;"{""type"": ""LineString"", ""coordinates"": [[1.443918115613249, 43.59452978491867], [1.443994548051699, 43.59490317038765]]}";PL DU SALIN;SALIN (PL DU SALIN);4847;4847;TOULOUSE;31555;315556454410;3105558116;42;Zone de Rencontre;20/033;2020-08-01T02:00:00+02:00;2020;Centre;oui;oui;Arrêté temporaire du 16/05 au 01/08 date arrêté definitif
43.5949143249,1.44463030112;"{""type"": ""LineString"", ""coordinates"": [[1.444818287669707, 43.59492195456995], [1.444442314569517, 43.5949066951831]]}";PL DU SALIN;SALIN (PL DU SALIN);6272;6272;TOULOUSE;31555;315556454410;3105558116;30;Zone de Rencontre;20/033;2020-08-01T02:00:00+02:00;2020;Centre;oui;oui;Arrêté temporaire du 16/05 au 01/08 date arrêté definitif
43.5972964037,1.44495665296;"{""type"": ""LineString"", ""coordinates"": [[1.445552803541336, 43.59734603791374], [1.444360502387362, 43.5972467695128]]}";PL DES CARMES;CARMES (PL DES CARMES);4818;4818;TOULOUSE;31555;315551443238;3105551708;97;Zone de Rencontre;20/033;2020-08-01T02:00:00+02:00;2020;Centre;oui;oui;Arrêté temporaire du 16/05 au 01/08 date arrêté definitif
43.5959289032,1.4464155471;"{""type"": ""LineString"", ""coordinates"": [[1.446195508290046, 43.5957124046823], [1.446635585919, 43.59614540164063]]}";GRANDE-RUE NAZARETH;NAZARETH (GRANDE-RUE NAZARETH);4862;4862;TOULOUSE;31555;315554899211;3105556216;60;Zone de Rencontre;20/033;2020-08-01T02:00:00+02:00;2020;Centre;oui;oui;Arrêté temporaire du 16/05 au 01/08 date arrêté definitif
43.5933069748,1.44072558324;"{""type"": ""LineString"", ""coordinates"": [[1.440869277542522, 43.59219237493879], [1.440591287282826, 43.594324639604295], [1.440655248151282, 43.59439988931603]]}";PONT DU HALAGE DE TOUNIS;TOUNIS (PONT DU HALAGE DE TOUNIS);7297;7297;TOULOUSE;31555;315558420632;310555X022;248;Zone de Rencontre;20/033;2020-08-01T02:00:00+02:00;2020;Centre;oui;oui;Arrêté temporaire du 16/05 au 01/08 date arrêté definitif
43.5980660087,1.43165396043;"{""type"": ""LineString"", ""coordinates"": [[1.432014834749652, 43.598133728703864], [1.431293086117467, 43.59799828876394]]}";PL INTERIEURE ST CYPRIEN;CYPRIEN (PL INTERIEURE ST CYPRIEN);2731;2731;TOULOUSE;31555;315556164846;3105554336;60;Zone de Rencontre;20/033;2020-08-01T02:00:00+02:00;2020;Centre;oui;oui;Arrêté temporaire du 16/05 au 01/08 date arrêté definitif
43.5979130432,1.43169665561;"{""type"": ""LineString"", ""coordinates"": [[1.431321434432726, 43.59784618195352], [1.432071876782087, 43.597979904437956]]}";PL INTERIEURE ST CYPRIEN;CYPRIEN (PL INTERIEURE ST CYPRIEN);2734;2734;TOULOUSE;31555;315556164846;3105554336;62;Zone de Rencontre;20/033;2020-08-01T02:00:00+02:00;2020;Centre;oui;oui;Arrêté temporaire du 16/05 au 01/08 date arrêté definitif
43.598618736,1.43168185862;"{""type"": ""LineString"", ""coordinates"": [[1.431741397146459, 43.59830940959253], [1.431694999616864, 43.59845001857593], [1.431669625136741, 43.5985784894982], [1.431666116339795, 43.598896361329864], [1.431646081762276, 43.59892931730494]]}";RUE DE L OUEST;OUEST (RUE DE L OUEST);2805;2805;TOULOUSE;31555;315555088006;3105556432;70;Zone de Rencontre;20/033;2020-08-01T02:00:00+02:00;2020;Centre;;;Arrêté temporaire du 16/05 au 01/08 date arrêté definitif
43.5980040363,1.43206497671;"{""type"": ""LineString"", ""coordinates"": [[1.432047387881682, 43.59804789138728], [1.4320825655398, 43.59796018115588]]}";PL INTERIEURE ST CYPRIEN;CYPRIEN (PL INTERIEURE ST CYPRIEN);2733;2733;TOULOUSE;31555;315556164846;3105554336;10;Zone de Rencontre;20/033;2020-08-01T02:00:00+02:00;2020;Centre;oui;oui;Arrêté temporaire du 16/05 au 01/08 date arrêté definitif
43.5984752563,1.43396766083;"{""type"": ""LineString"", ""coordinates"": [[1.434057011434263, 43.59842062065561], [1.433878310221647, 43.59852989204145]]}";PL OLIVIER;OLIVIER (PL OLIVIER);2741;2741;TOULOUSE;31555;315555033617;3105556372;19;Zone de Rencontre;20/033;2020-08-01T02:00:00+02:00;2020;Centre;oui;oui;Arrêté temporaire du 16/05 au 01/08 date arrêté definitif
43.5966495573,1.43394967423;"{""type"": ""LineString"", ""coordinates"": [[1.434163748878888, 43.59669762291966], [1.433735599574154, 43.59660149163938]]}";RUE DES TEINTURIERS;TEINTURIERS (RUE DES TEINTURIERS);2745;2745;TOULOUSE;31555;315556796822;3105558420;36;Zone de Rencontre;20/033;2020-08-01T02:00:00+02:00;2020;Centre;oui;oui;Arrêté temporaire du 16/05 au 01/08 date arrêté definitif
43.5968478928,1.43514828552;"{""type"": ""LineString"", ""coordinates"": [[1.435097631599295, 43.597011608183344], [1.43513464002553, 43.59697405615564], [1.435173050294181, 43.59667160075306]]}";IMP DES TEINTURIERS;TEINTURIERS (IMP DES TEINTURIERS);2799;2799;TOULOUSE;31555;315556800046;3105558416;39;Zone de Rencontre;20/033;2020-08-01T02:00:00+02:00;2020;Centre;;;Arrêté temporaire du 16/05 au 01/08 date arrêté definitif
43.5949271939,1.43532369141;"{""type"": ""LineString"", ""coordinates"": [[1.435358868209924, 43.59453672304918], [1.435288514608488, 43.59531766470025]]}";RUE PEYROLADE;PEYROLADE (RUE PEYROLADE);2791;2791;TOULOUSE;31555;315555363215;3105556816;87;Zone de Rencontre;20/033;2020-08-01T02:00:00+02:00;2020;Centre;oui;oui;Arrêté temporaire du 16/05 au 01/08 date arrêté definitif
43.5958665043,1.43332436039;"{""type"": ""LineString"", ""coordinates"": [[1.43368995375612, 43.5953143946612], [1.433003967907613, 43.59634398172776], [1.433013053908048, 43.59643204031834]]}";RUE COUPEFER;COUPEFER (RUE COUPEFER);2756;2756;TOULOUSE;31555;315552000053;3105552352;137;Zone de Rencontre;20/033;2020-08-01T02:00:00+02:00;2020;Centre;oui;oui;Arrêté temporaire du 16/05 au 01/08 date arrêté definitif
43.5941659153,1.43439783881;"{""type"": ""LineString"", ""coordinates"": [[1.435219582463659, 43.59419122479404], [1.433985662127393, 43.59418138974272], [1.433597452927373, 43.594029695828155]]}";RUE DU DR LOUIS DELHERM;DELHERM (RUE DU DR LOUIS DELHERM);2793;2793;TOULOUSE;31555;315552345638;3105552692;135;Zone de Rencontre;20/033;2020-08-01T02:00:00+02:00;2020;Centre;oui;oui;Arrêté temporaire du 16/05 au 01/08 date arrêté definitif
43.5989436172,1.43130477891;"{""type"": ""LineString"", ""coordinates"": [[1.431646081762276, 43.59892931730494], [1.430963476066388, 43.598957917036564]]}";RUE RECLUSANE;RECLUSANE (RUE RECLUSANE);2803;2803;TOULOUSE;31555;315555782400;3105557340;55;Zone de Rencontre;20/033;2020-08-01T02:00:00+02:00;2020;Centre;oui;oui;Arrêté temporaire du 16/05 au 01/08 date arrêté definitif
43.5952293616,1.43323432982;"{""type"": ""LineString"", ""coordinates"": [[1.43368995375612, 43.5953143946612], [1.432778705888562, 43.595144328619]]}";RUE MARIE MAGNE;MAGNE (RUE MARIE MAGNE);2795;2795;TOULOUSE;31555;315554272020;3105555684;76;Zone de Rencontre;20/033;2020-08-01T02:00:00+02:00;2020;Centre;oui;oui;Arrêté temporaire du 16/05 au 01/08 date arrêté definitif
43.5996933614,1.43455788963;"{""type"": ""LineString"", ""coordinates"": [[1.434604471287203, 43.599583033424], [1.434511307974583, 43.59980368937495]]}";RUE DES NOVARS;NOVARS (RUE DES NOVARS);2834;2834;TOULOUSE;31555;315555001602;3105556332;26;Zone de Rencontre;20/033;2020-08-01T02:00:00+02:00;2020;Centre;;;Arrêté temporaire du 16/05 au 01/08 date arrêté definitif
43.6000390234,1.43436064199;"{""type"": ""LineString"", ""coordinates"": [[1.434511307974583, 43.59980368937495], [1.434209976006412, 43.60027435733319]]}";RUE DES NOVARS;NOVARS (RUE DES NOVARS);2818;2818;TOULOUSE;31555;315555001602;3105556332;58;Zone de Rencontre;20/033;2020-08-01T02:00:00+02:00;2020;Centre;oui;oui;Arrêté temporaire du 16/05 au 01/08 date arrêté definitif
43.6005689881,1.43402131792;"{""type"": ""LineString"", ""coordinates"": [[1.434084837282132, 43.6004578500466], [1.433957798549923, 43.60068012614174]]}";RUE DES NOVARS;NOVARS (RUE DES NOVARS);2823;2823;TOULOUSE;31555;315555001602;3105556332;27;Zone de Rencontre;20/033;2020-08-01T02:00:00+02:00;2020;Centre;oui;oui;Arrêté temporaire du 16/05 au 01/08 date arrêté definitif
43.6008837095,1.43409727668;"{""type"": ""LineString"", ""coordinates"": [[1.434236754805102, 43.60108729288841], [1.433957798549923, 43.60068012614174]]}";PL LANGE;LANGE (PL LANGE);2822;2822;TOULOUSE;31555;315553840031;3105554996;51;Zone de Rencontre;20/033;2020-08-01T02:00:00+02:00;2020;Centre;oui;oui;Arrêté temporaire du 16/05 au 01/08 date arrêté definitif
43.5979017164,1.44367412065;"{""type"": ""LineString"", ""coordinates"": [[1.443083077543137, 43.597878171984], [1.443180929870197, 43.59786380791406], [1.443354136494862, 43.59785948803404], [1.444192350125049, 43.597958826201285], [1.444264134447247, 43.59794613585296]]}";RUE DES POLINAIRES;POLINAIRES (RUE DES POLINAIRES);5664;5664;TOULOUSE;31555;315555465606;3105556984;96;Zone de Rencontre;20/033;2020-08-01T02:00:00+02:00;2020;Centre;oui;oui;Arrêté temporaire du 16/05 au 01/08 date arrêté definitif
43.5982248762,1.4428379055;"{""type"": ""LineString"", ""coordinates"": [[1.44280234408963, 43.59802165986944], [1.442835619376443, 43.598146809015454], [1.442857397969213, 43.598430821124076]]}";RUE DES PARADOUX;PARADOUX (RUE DES PARADOUX);4811;4811;TOULOUSE;31555;315555168013;3105556520;46;Zone de Rencontre;20/033;2020-08-01T02:00:00+02:00;2020;Centre;oui;oui;Arrêté temporaire du 16/05 au 01/08 date arrêté definitif
43.5996838995,1.44255740339;"{""type"": ""LineString"", ""coordinates"": [[1.442724687224674, 43.59929642037306], [1.442548679200964, 43.599487095630536], [1.442509148944789, 43.59969304125415], [1.442507910000629, 43.599950375196585], [1.442583674866013, 43.60010708299361]]}";RUE DES PARADOUX;PARADOUX (RUE DES PARADOUX);4808;4808;TOULOUSE;31555;315555168013;3105556520;96;Zone de Rencontre;20/033;2020-08-01T02:00:00+02:00;2020;Centre;oui;oui;Arrêté temporaire du 16/05 au 01/08 date arrêté definitif
43.6045027492,1.44714256075;"{""type"": ""LineString"", ""coordinates"": [[1.447342599328087, 43.604446610681016], [1.446942522177482, 43.60455888777007]]}";PL DU PDT THOMAS WILSON;WILSON (PL DU PDT THOMAS WILSON);5452;5452;TOULOUSE;31555;315555593605;3105558960;35;Zone de Rencontre;20/033;2020-08-01T02:00:00+02:00;2020;Centre;oui;oui;Arrêté temporaire du 16/05 au 01/08 date arrêté definitif
43.6047084038,1.44688561493;"{""type"": ""LineString"", ""coordinates"": [[1.446942522177482, 43.60455888777007], [1.446828707687234, 43.60485791974992]]}";PL DU PDT THOMAS WILSON;WILSON (PL DU PDT THOMAS WILSON);5453;5453;TOULOUSE;31555;315555593605;3105558960;34;Zone de Rencontre;20/033;2020-08-01T02:00:00+02:00;2020;Centre;oui;oui;Arrêté temporaire du 16/05 au 01/08 date arrêté definitif
43.6014034821,1.44212943444;"{""type"": ""LineString"", ""coordinates"": [[1.442030601841484, 43.60139607792929], [1.442228267036968, 43.60141088620174]]}";PL DE LA BOURSE;BOURSE (PL DE LA BOURSE);4741;4741;TOULOUSE;31555;315551120037;3105551376;16;Zone de Rencontre;18/204;2018-12-10T01:00:00+01:00;2018;Centre;;;
43.6013139534,1.44205461172;"{""type"": ""LineString"", ""coordinates"": [[1.442030601841484, 43.60139607792929], [1.442078621598825, 43.60123182889424]]}";PL DE LA BOURSE;BOURSE (PL DE LA BOURSE);4744;4744;TOULOUSE;31555;315551120037;3105551376;19;Zone de Rencontre;18/204;2018-12-10T01:00:00+01:00;2018;Centre;;;
43.5985658032,1.45157849101;"{""type"": ""LineString"", ""coordinates"": [[1.451447080334631, 43.59790034034651], [1.451633757990582, 43.59900876226861], [1.45186262786801, 43.59911463483379]]}";RUE BIDA;BIDA (RUE BIDA);5300;5300;TOULOUSE;31555;315550873619;3105551160;146;Zone de Rencontre;20/033;2020-08-01T02:00:00+02:00;2020;Centre;oui;oui;Arrêté temporaire du 16/05 au 01/08 date arrêté definitif
43.6024002857,1.43701633451;"{""type"": ""LineString"", ""coordinates"": [[1.438094143138878, 43.60179255811436], [1.436040560734086, 43.60294471334038], [1.436038710520955, 43.603067696671424]]}";QU LUCIEN LOMBARD;LOMBARD (QU LUCIEN LOMBARD);3152;3152;TOULOUSE;31555;315554163232;3105555456;223;Zone de Rencontre;20/033;2020-08-01T02:00:00+02:00;2020;Centre;oui;oui;Arrêté temporaire du 16/05 au 01/08 date arrêté definitif
43.5998326646,1.44036416246;"{""type"": ""LineString"", ""coordinates"": [[1.440568088632474, 43.59960389782426], [1.44016023627905, 43.600061431421075]]}";QU DE LA DAURADE;DAURADE (QU DE LA DAURADE);4672;4672;TOULOUSE;31555;315552169851;3105552528;61;Zone de Rencontre;20/033;2020-08-01T02:00:00+02:00;2020;Centre;oui;oui;Arrêté temporaire du 16/05 au 01/08 date arrêté definitif
43.5633090461,1.40939719981;"{""type"": ""LineString"", ""coordinates"": [[1.408576037454335, 43.56361359323545], [1.41021836216312, 43.563004498884816]]}";RUE DE L AMANDIER;AMANDIER (RUE DE L AMANDIER);3816;3816;TOULOUSE;31555;315550121602;3105550228;149;Zone de Rencontre;19/016;2019-01-30T01:00:00+01:00;2019;Sud;;;
43.5627429957,1.40873005472;"{""type"": ""LineString"", ""coordinates"": [[1.407879507427355, 43.56305534366586], [1.409580602008647, 43.562430647739845]]}";RUE BANIERES;BANIERES (RUE BANIERES);7906;7906;TOULOUSE;31555;315550515230;3105550808;154;Zone de Rencontre;19/016;2019-01-30T01:00:00+01:00;2019;Sud;;;
