Street;Motdir;Commune;"Code
Insee";"Date
Comptage";Année;Section;Sens de comptage;"Voie en
Sens unique";Type;"Moyenne
Jours ouvrés par semaine "
AV EMMANUEL MAIGNAN;MAIGNAN (AV EMMANUEL MAIGNAN);Toulouse;31555;2018-09-18;2018.0;ENTRE RUE MONTESQUIEU ET RUE BOURBAKI;VERS AV DES MINIMES;oui;TV;1438.0
RUE DINETARD;DINETARD (RUE DINETARD)_TOULOUSE;Toulouse;31555;2018-09-26;2018.0;ENTRE GERMAIN ET OFFENBACH;VERS RUE GERMAIN;;TV;669.0
CHE ROQUES;ROQUES (CHE ROQUES);Toulouse;31555;2018-09-18;2018.0;ENTRE RTE DE BLAGNAC ET CHE GARRIC;VERS CHE GARRIC;;TV;3873.0
AV JEAN RIEUX;RIEUX (AV JEAN RIEUX);Toulouse;31555;2018-10-10;2018.0;ENTRE RUE DE L'AUDE ET RUE DE L'ARIEGE;VERS PL DUPUY;;TV;3455.0
RUE BELLOC CITE;CITE (RUE BELLOC CITE);Toulouse;31555;2018-09-26;2018.0;ENTRE AV GLOIRE ET CHE PELLEPORT;VERS CHE PELLEPORT;;TV;208.0
RUE DES MURIERS;MURIERS (RUE DES MURIERS);Saint-Orens-De-Gameville;31506;2018-10-15;2018.0;ENTRE AV DE GAMEVILLE ET RUE DES CHASSELAS;VERS RUE DES CHASSELAS;;TV;182.0
RUE NICOLAS L VAUQUELIN;VAUQUELIN (RUE NICOLAS L VAUQUELIN);Toulouse;31555;2018-11-08;2018.0;ENTRE AV DE REYNERIE ET ALL MACHADO;VERS ALL MACHADO;;TV;2054.0
CHE D AUSSONNE;AUSSONNE (CHE D AUSSONNE);Blagnac;31069;2018-11-21;2018.0;ENTRE RUE DES BLEUETS ET AV DE GAULE;VERS RUE DES BLEUETS;;TV;1422.0
CHE DE L ARMAGNAC;ARMAGNAC (CHE DE L ARMAGNAC);Tournefeuille;31557;2018-12-15;2018.0;ENTRE AV MENDES FRANCE ET BD GAY;VERS BD JEAN GAY;;TV;541.0
CHE DU CHATEAU DE L HERS;HERS (CHE DU CHATEAU DE L HERS);Toulouse;31555;2018-11-13;2018.0;ENTRE RUE THEURIET ET IMP DESGRAVES;VERS VE DE CASTRES;;TV;1913.0
RUE JOHAN STRAUSS;STRAUSS (RUE JOHAN STRAUSS);Toulouse;31555;2019-02-11;2019.0;ENTRE CHE DE LA BUTTE ET AV SAINT EXUPERY;VERS CHE DE LA BUTTE;;TV;123.0
CHE DES PIERRES;PIERRES (CHE DES PIERRES);Saint-Alban;31467;2019-02-19;2019.0;ENTRE RUE DE L'INDUSTRIE ET CHE DU PARC;VERS RUE DE L'INDUSTRIE;;TV;1478.0
RUE ETIENNE COLLONGUES;COLLONGUES (RUE ETIENNE COLLONGUES);Colomiers;31149;2017-03-17;2017.0;ENTRE GIR GARE ET AV SAND;VERS AV SAND;;TV;6592.0
RUE PORTETENY;PORTETENY (RUE PORTETENY);Mondonville;31351;2017-04-19;2017.0;ENTRE AV DE GUYENNE ET CHE DE LESCECATS;VERS CHE DE LESCECATS;;TV;111.0
RUE MATABIAU;MATABIAU (RUE MATABIAU);Toulouse;31555;2017-04-20;2017.0;ENTRE PL ROQUELAINE ET RUE DE L'ORIENT;VERS BD DE STRASBOURG;oui;TV;6109.0
RUE LEO LAGRANGE;LAGRANGE (RUE LEO LAGRANGE);Toulouse;31555;2017-04-24;2017.0;ENTRE RUE AURIOLE ET PL DU BUSCA;VERS PL DU BUSCA;oui;TV;4250.0
RUE DE LA PLAINE;PLAINE (RUE DE LA PLAINE);Saint-Orens-De-Gameville;31506;2017-04-26;2017.0;ENTRE RUE DU MAS ET AV DONADIEU;VERS AV DE TOULOUSE;;TV;214.0
CHE DES PIERRES;PIERRES (CHE DES PIERRES);Saint-Alban;31467;2017-05-01;2017.0;ENTRE RUE DE L'INDUSTRIE ET CHE DU PARC;VERS RUE DE L'INDUSTRIE;;TV;1412.0
RUE ESCOUSSIERES A BERNARD;BERNARD (RUE ESCOUSSIERES A BERNARD);Toulouse;31555;2017-05-15;2017.0;ENTRE VERGE D'OR ET PL ARNAUD BERNARD;VERS PL ARNAUD BERNARD;oui;TV;256.0
BD MATABIAU;MATABIAU (BD MATABIAU);Toulouse;31555;2017-05-15;2017.0;ENTRE RUE ST HONEST ET RUE DES CHALETS;VERS AV SERRES;oui;TV;20871.0
RUE PRADAL;PRADAL (RUE PRADAL);Toulouse;31555;2017-06-05;2017.0;ENTRE RUE CROC ET RUE CLARETIE;VERS AV SAINT EXUPERY;;TV;2035.0
RUE D AUCH;AUCH (RUE D AUCH);Colomiers;31149;2017-06-19;2017.0;ENTRE LATERALE NORD ET PL DE L'AVEYRON;VERS BD MONTEL;;TV;4155.0
CHE DE LA BOURIETTE;BOURIETTE (CHE DE LA BOURIETTE);Toulouse;31555;2017-09-06;2017.0;ENTRE BOURIETTE ET FONCK;VERS RUE FOURNIER;;TV;644.0
ALL DE N DJAMENA;DJAMENA (ALL DE N DJAMENA);Toulouse;31555;2017-09-14;2017.0;ENTRE AV GRYNFOGEL ET CHE REBOUL;VERSAV GRYNFOGEL;;TV;2644.0
CHE DE GUILHERMY;GUILHERMY (CHE DE GUILHERMY);Toulouse;31555;2017-09-14;2017.0;ENTRE RUE BRUGES ET RUE DU TIBET;VERS RUE DU TIBET;;TV;537.0
CHE AMOUROUX;AMOUROUX (CHE AMOUROUX);Toulouse;31555;2017-09-21;2017.0;ENTRE RUE BEAUCAIRE ET RUE ST TROPEZ;VERS FG BONNEFOY;;TV;265.0
BD DES CRETES;CRETES (BD DES CRETES);Toulouse;31555;2017-09-25;2017.0;ENTRE AV GLOIRE ET AV BRUNAUD;VERS AV BRUNAUD;;TV;5597.0
AV DES AEROSTIERS;AEROSTIERS (AV DES AEROSTIERS);Balma;31044;2017-09-25;2017.0;ENTRE L'HERS ET AV DES ARENES;VERS ROCADE;;TV;12315.0
RTE DE SAINT SIMON;SIMON (RTE DE SAINT SIMON);Toulouse;31555;2017-09-25;2017.0;ENTRE CHE GUILHERMY ET RUE ROSSI;VERS RUE TINO ROSSI;;TV;8591.0
RTE DE BALMA;BALMA (RTE DE BALMA);Pin-Balma;31418;2017-09-25;2017.0;ENTRE CHE FOUET ET IMP SEILLONNE;VERS RUE DES ECOLES;;TV;1341.0
CHE DE LA PALANQUE;PALANQUE (CHE DE LA PALANQUE);Launaguet;31282;2017-09-25;2017.0;ENTRE CHE SPORTS ET CHE COMBES;VERS CHE DES COMBES;;TV;5327.0
RUE PIERRE CAZENEUVE;CAZENEUVE (RUE PIERRE CAZENEUVE);Toulouse;31555;2017-10-09;2017.0;ENTRE CHE LINIERES ET RUE TAINE;VERS CANAL;;TV;6070.0
CHE DE PELLEPORT;PELLEPORT (CHE DE PELLEPORT)_TOULOUSE;Toulouse;31555;2017-11-07;2017.0;ENTRE BD DES CRETES ET AV ANGLA;VERS AV ANGLA;;TV;1662.0
CHE TRICOU;TRICOU (CHE TRICOU);Toulouse;31555;2017-11-16;2017.0;ENTRE CHE DU SANG DE SERP ET RUE BESSEMER;VERS BD DE SUISSE;;TV;2138.0
CHE DU SANG DE SERP;SERP (CHE DU SANG DE SERP);Toulouse;31555;2017-11-16;2017.0;ENTRE CHE TRICOU ET RUE BOBILLOT;VERS BD DE L'EMBOUCHURE;;TV;5989.0
RUE CLAUSADE;CLAUSADE (RUE CLAUSADE);Toulouse;31555;2017-11-27;2017.0;ENTRE RUE RUBENS ET RUE FENOUILLET;VERS RUE DE FENOUILLET;oui;TV;709.0
RTE DE LEVIGNAC;LEVIGNAC (RTE DE LEVIGNAC);Pibrac;31417;2017-11-29;2017.0;ENTRE RTE DE LEGUEVIN ET RTE DE BRAX;VERS RTE DE LEGUEVIN;;TV;5356.0
CHE DU MOULIN;MOULIN (CHE DU MOULIN);Mons;31355;2017-12-07;2017.0;ENTRE AV DE MONS ET CHE DE LA RIVIERE;VERS CHE DE SPIGAT;;TV;190.0
CHE DE LA PALANQUE;PALANQUE (CHE DE LA PALANQUE);Launaguet;31282;2017-12-08;2017.0;ENTRE CHE VIREBENT ET AV LUMIERES;VERS CHE VIREBENT;;TV;7012.0
RUE JACQUES GAMELIN;GAMELIN (RUE JACQUES GAMELIN);Toulouse;31555;2017-12-15;2017.0;ENTRE RUE FIEUX ET RUE BRASCASSAT;VERS RUE FIEUX;;TV;3202.0
RUE DU VAR;VAR (RUE DU VAR);Toulouse;31555;2017-12-15;2017.0;ENTRE RUE DE TOURAINE ET RUE DE VENDEE;VERS RUE DE LA VENDEE;;TV;362.0
RUE DE FONDEVILLE;FONDEVILLE (RUE DE FONDEVILLE);Toulouse;31555;2018-01-09;2018.0;ENRUE ALET ET CHE AUZEVILLE;VERS CHE DE CLOTASSE;;TV;2136.0
CHE D ALIES;ALIES (CHE D ALIES);Aussonne;31032;2018-01-10;2018.0;ENTRE CHE CARTANES ET LOT BOURTOULOUMERY;VERS CHE EN BAS;;TV;580.0
AV GEORGES BRASSENS;BRASSENS (AV GEORGES BRASSENS);Blagnac;31069;2018-01-10;2018.0;ENTRE RUE MERIMEE ET AV BERLIOZ;VERS RUE MERIMEE;;TV;4265.0
RUE GINESTET;GINESTET (RUE GINESTET);Blagnac;31069;2018-01-10;2018.0;ENTRE IMP GINESTET ET AV SERVANTY;VERS AV SERVANTY;;TV;1083.0
BD MAURICE GRYNFOGEL;GRYNFOGEL (BD MAURICE GRYNFOGEL);Colomiers;31149;2018-01-10;2018.0;ENTRE BD DASSAULT ET CHE CRABE;VERS BD DASSAULT;;TV;8766.0
RTE DE LA SAUNE;SAUNE (RTE DE LA SAUNE);Quint-Fonsegrives;31445;2017-01-23;2017.0;ENTRE CHE DE L'EGLISE ET CHE DE QUINT;VERS TOULOUSE;;TV;4774.0
CHE DE LA CHAUGE;CHAUGE (CHE DE LA CHAUGE);Brax;31088;2017-01-16;2017.0;ENTRE RUE DU CATEAU ET RTE DE LEVIGNAC;VERS RTE DE LEVIGNAC;;TV;1552.0
DEPARTEMENTALE 63;63 (DEPARTEMENTALE 63);Gagnac-Sur-Garonne;31205;2017-01-23;2017.0;ENTRE SEILH ET LA GARONNE;VERS SEILH;;TV;10446.0
RUE DES TROUBADOURS;TROUBADOURS (RUE DES TROUBADOURS);Cugnaux;31157;2016-10-06;2016.0;ENTRE RTE DE TOULOUSE ET RUE DES TROUBADOUR;VERS RUE DES TROUBADOURS;;TV;919.0
RUE JOLIMONT;JOLIMONT (RUE JOLIMONT);Toulouse;31555;2016-11-25;2016.0;ENTRE RUE DES REDOUTES ET RUE DESSALLES;VERS RUE DESSALLES;oui;TV;1250.0
RUE DES MOULINS;MOULINS (RUE DES MOULINS);Toulouse;31555;2016-11-23;2016.0;ENTRE RUE DE LA HACHE;VERS RUE DE LA FONDERIE;oui;TV;4314.0
AUTOROUTE 621;621 (AUTOROUTE 621);Blagnac;31069;2017-03-17;2017.0;ENTRE A621 ET RPT MAGA;VERS RPT MAGA;oui;TV;5554.0
RTE DE SEYSSES;SEYSSES (RTE DE SEYSSES);Toulouse;31555;2017-01-27;2017.0;ENTRE RUE CHARPENTIER ET RUE BERNADETTE;VERS RUE DE TOURAINE;;TV;4866.0
CHE ROQUES;ROQUES (CHE ROQUES);Toulouse;31555;2017-01-30;2017.0;ENTRE CHE GARRIC ET CHE DES 7 DENIERS;VERS CHE GARRIC;;TV;2029.0
CHE DU RAMELET MOUNDI;MOUNDI (CHE DU RAMELET MOUNDI);Toulouse;31555;2016-12-01;2016.0;ENTRE CHE CATALA ET CHE MAZAYGUES;VERS CHE DE MAZAYGUES;;TV;5020.0
RUE MAURICE CAUNES;CAUNES (RUE MAURICE CAUNES);Toulouse;31555;2017-01-09;2017.0;ENTRE IMP GESTA ET IMP BREMOND;VERS AV D'ATLANTA;;TV;665.0
CHE DE ROCAMADOUR;ROCAMADOUR (CHE DE ROCAMADOUR);Toulouse;31555;2016-12-01;2016.0;ENTRE CHE FERRO LEBRES ET PL SAUVEGRAIN;VERS CHE FERRO LEBRES;oui;TV;197.0
CHE DE CATALA;CATALA (CHE DE CATALA);Toulouse;31555;2016-12-01;2016.0;ENTRE RUEQUERIGUT ET CHE DE ROCAMADOUR;VERS CHE DU RAMELET MOUNDI;oui;TV;1827.0
RUE EDMOND ROSTAND;ROSTAND (RUE EDMOND ROSTAND);Toulouse;31555;2016-11-28;2016.0;ENTRE RUE DES VIGNES ET BD ARTHAUD;VERS RUE DES VIGNES;;TV;1070.0
CHE DE MAZAYGUES;MAZAYGUES (CHE DE MAZAYGUES);Toulouse;31555;2016-12-01;2016.0;ENTRE RUE PAGNOL ETRUE LLAGONE;VERS CHE RAMELET MOUNDI;;TV;219.0
CHE VIREBENT;VIREBENT (CHE VIREBENT);Toulouse;31555;2016-11-28;2016.0;ENTRE LAUNAGUET ET CHE DU FURET;VERS CHEDE LA PALANQUE;;TV;3719.0
ALL DE LA COTE D OR;OR (ALL DE LA COTE D OR);Colomiers;31149;2017-03-01;2017.0;ENTRE ALL DE LA CHARTREUSE ET CHE DE LA CRA;VERS ALL DE LA CHARTREUSE;;TV;161.0
RUE DE L ILIADE;ILIADE (RUE DE L ILIADE);Toulouse;31555;2017-03-08;2017.0;ENTRE RUE ISABEY ET RUE DE L'INDRE;VERS CHE CHATEAU DE L'HERS;;TV;259.0
RTE DE SEILH;SEILH (RTE DE SEILH);Cornebarrieu;31150;2017-02-28;2017.0;ENTRE RN 224 ET CHE DE LA GARENNE;VERS CHE DE LA GARENNE;;TV;3158.0
RUE DE L ILIADE;ILIADE (RUE DE L ILIADE);Toulouse;31555;2017-03-08;2017.0;ENTRE RUE ISABEY ET RUE DE L'INDRE;VERS DE L'INVENTION;;TV;217.0
CHE CARROSSE;CARROSSE (CHE CARROSSE);Toulouse;31555;2016-11-12;2016.0;ENTRE RUE GONIN ET AV DE LESPINET;VERS RUE GONIN;;TV;6193.0
AV GEORGE SAND;SAND (AV GEORGE SAND);Colomiers;31149;2017-03-17;2017.0;ENTRE GIR GARE ET RUE COLLONGUE;VERSALL DE SAVOIE;;TV;2832.0
PL DE LA GARE;GARE (PL DE LA GARE);Colomiers;31149;2017-03-17;2017.0;ENTRE ALL D'OSSAU ET GIR DE LA GARE;VERS LA GARE;;TV;1795.0
RUE DES BUISSONNETS;BUISSONNETS (RUE DES BUISSONNETS);Toulouse;31555;2019-02-11;2019.0;ENTRE CHE DE LA BUTTE ET RUE CLAIR MATIN;VERS AV SAINT EXUPERY;;TV;41.0
RUE BELLEGARDE;BELLEGARDE (RUE BELLEGARDE);Toulouse;31555;2018-03-06;2018.0;ENTRE RUE ALSACE LORRAINE ET RUE BERALDI;VERS RUE BERALDI;oui;TV;426.0
CHE DE LA VIOLETTE;VIOLETTE (CHE DE LA VIOLETTE);Union;31561;2018-03-06;2018.0;ENTRE CHE PALANQUE ET RUE BORDEBASSE;VERS CHE DE LA PALANQUE;;TV;3772.0
CHE DE FAGES;FAGES (CHE DE FAGES);Toulouse;31555;2018-03-16;2018.0;ENTTRE AV LESPINET ET RUE BOULOC;VERS AV DE LESPINET;;TV;52.0
RUE RASPAIL;RASPAIL (RUE RASPAIL);Toulouse;31555;2018-04-05;2018.0;ENTRE RUE FRANCAISE ET AV RIEUX;VERS AV JEAN RIEUX;oui;TV;945.0
RUE LISE MEITNER;MEITNER (RUE LISE MEITNER);Toulouse;31555;2018-04-09;2018.0;ENTRE AV DE FRONTON ET RUE BERNHARDT;VERS RUE SARAH BERNHARDT;;TV;1597.0
RTE DE PARIS;PARIS (RTE DE PARIS);Fenouillet;31182;2018-05-11;2018.0;ENTRE CHE GRATIAN ET RUE DE LA COURTENSOURT;VERS CHE GRATIAN;;TV;16417.0
RUE ALAIN FOURNIER;FOURNIER (RUE ALAIN FOURNIER);Toulouse;31555;2018-05-12;2018.0;ENTRE CHE BOURIETTE ET PONT ROCADE;VERS RUE DOMINIQUE CLOS;;TV;2775.0
RUE ALAIN FOURNIER;FOURNIER (RUE ALAIN FOURNIER);Toulouse;31555;2018-05-12;2018.0;ENTRE VOIE SORTIE ROCADE ET RUE CLOS;VERS RUE DOMINIQUE CLOS;;TV;2837.0
RUE DE BELFORT;BELFORT (RUE DE BELFORT);Toulouse;31555;2018-04-03;2018.0;ENTRE PL BELFORT ET IMP BELFORT;VERS RUE BAYARD;oui;TV;686.0
CHE DE PERRUQUET;PERRUQUET (CHE DE PERRUQUET);Saint-Jory;31490;2018-04-01;2018.0;ENTRE RUE DE GRENADE ET RUE DE FLORENCE;VERS RUE DE FLORENCE;;TV;509.0
BD DE LA MARQUETTE;MARQUETTE (BD DE LA MARQUETTE);Toulouse;31555;2018-06-15;2018.0;ENTRE RUE SEBASTOPOL ET RUE DU BEARNAIS;VERS RUE DU BEANAIS;;TV;14899.0
RUE DE LA JALOUSIE;JALOUSIE (RUE DE LA JALOUSIE);Toulouse;31555;2018-09-10;2018.0;ENTRE RTE ALBI ET CHE LAPUJADE;VERS CHE DE LAPUJADE;oui;TV;302.0
CHE DE SAINT JEAN;JEAN (CHE DE SAINT JEAN);Montrabe;31389;2018-05-28;2018.0;ENTRE CHE BILAREL ET CHE MURIERS;VERS ALL DE L'AUTAN;;TV;2259.0
CHE SAINT JAMES;JAMES (CHE SAINT JAMES);Cornebarrieu;31150;2018-05-23;2018.0;COTE RTE DE MONDONVILLE;VERS RN 224;;TV;60.0
BD DES FONTANELLES;FONTANELLES (BD DES FONTANELLES);L'union;31561;2018-09-18;2018.0;ENTRE RUE DES TAMARIS ET RUE DES BLEUETS;VERS AV DE CORNAUDRIC;;TV;1797.0
RUE LOUIS PLANA;PLANA (RUE LOUIS PLANA)_TOULOUSE;Toulouse;31555;2018-09-26;2018.0;ENTRE AV CHAUBET ET RUE SOUMET;VERS AV JEAN CHAUBET;;TV;4021.0
AV ANGLA;ANGLA (AV ANGLA)_TOULOUSE;Toulouse;31555;2018-10-02;2018.0;ENTRE CHE PELLEPORT ET RUE CHAMPLAIN;VERS RUE SOUPETARD;;TV;763.0
RUE JACQUES BABINET;BABINET (RUE JACQUES BABINET);Toulouse;31555;2018-11-08;2018.0;ENTRE AV DE REYNERIE ET RUE BAUDOT (OUEST);VERS AV DE REYNERIE;;TV;1235.0
CHE DE MOULIS;MOULIS (CHE DE MOULIS)__TOULOUSE;Toulouse;31555;2018-11-22;2018.0;ENTRE CHE CROIX BENITE ET BD GAUSSENS;VERS RTE DE LAUNAGUET;;TV;2163.0
AV DE REYNERIE;REYNERIE (AV DE REYNERIE);Toulouse;31555;2018-11-08;2018.0;ENTRE RUE GERVAIS ET RUE LIZOPE;VERS ALL DE BELLEFONTAINE;;TV;5011.0
RUE DES ECOLES;ECOLES (RUE DES ECOLES);Aucamville;31022;2018-11-27;2018.0;ENTRE CHE DE L'HERS ET RUE MARTIN;VERS RUE MARTIN;;TV;2733.0
AV EMILE DEWOITINE;DEWOITINE (AV EMILE DEWOITINE);Blagnac;31069;2014-06-10;2014.0;ENTRE BELLONTE ET ACCES A621;VERS BELLONTE;;TV;9114.0
RUE DES ECOLES;ECOLES (RUE DES ECOLES);Beauzelle;31056;2014-06-10;2014.0;ENTRE MUGUETS ET GLAIEULS;VERS GLAIEULS;;TV;257.0
BD VICTOR HUGO;HUGO (BD VICTOR HUGO);Colomiers;31149;2014-06-10;2014.0;ENTRE SELERY ET OUESSANT;VERS SELERY;;TV;4341.0
CHE DE SAINT JEAN;SAINT-JEAN (CHE DE SAINT JEAN)__COLOMIERS;Colomiers;31149;2014-11-14;2014.0;ENTRE MATIS ET FAUDOUAS;VERS CHEMIN DE FADOUAS;;TV;434.0
ALL DE LA MONTAGNE NOIRE;NOIRE (ALL DE LA MONTAGNE NOIRE);Colomiers;31149;2014-11-14;2014.0;ENTRE SASSAULT ET NAUROUZE;VERS NAUROUZE;;TV;299.0
AV DE CASSELARDIT;CASSELARDIT (AV DE CASSELARDIT);Toulouse;31555;2014-11-14;2014.0;ENTRE ANCELY ET VIVARAIS;VERS ANCELY;;TV;3124.0
RUE RAYMOND CORRAZE;CORRAZE (RUE RAYMOND CORRAZE);Toulouse;31555;2015-02-27;2015.0;ENTRE JEAN RIEUX ET GARIN;VERS TERRASSE;;TV;807.0
AV DE MURET;MURET (AV DE MURET);Toulouse;31555;2015-02-02;2015.0;ENTRE DEODAT DE SEVERAC ET BENEZET;VERS BENEZET;;TV;3243.0
RUE DU NEGOCE;NEGOCE (RUE DU NEGOCE);Saint-Orens-De-Gameville;31506;2017-06-20;2017.0;ENTRE RUE LIBRE ECHANGE ET RUE PARTANAIS;VERS RUE DU LIBRE ECHANGE;;TV;766.0
ALL DE NAUROUZE;NAUROUZE (ALL DE NAUROUZE);Colomiers;31149;2017-06-12;2017.0;ENTRE RUE DU MINERVOIS ET ALL MONTS D'OLMES;VERS RUE DES SPORTS;;TV;4988.0
RUE D AUCH;AUCH (RUE D AUCH);Colomiers;31149;2017-06-12;2017.0;ENTRE CHE DES BOURDETTES ET RUE DES SPORTS;VERS RUE DES SPORTS;;TV;4796.0
CHE MERIC;MERIC (CHE MERIC);Aucamville;31022;2017-04-21;2017.0;ENTRE RUE DES SERRES ET IMP DES LILAS;VERS AV DU PARC;;TV;433.0
RUE FIEUX;FIEUX (RUE FIEUX);Toulouse;31555;2017-04-20;2017.0;2017ENTRE RUE SAINT SAENS ET RUE GAMELIN;VERS RUE GAMELIN;;TV;1311.0
RUE CLAUDIUS ROUGENET;ROUGENET (RUE CLAUDIUS ROUGENET);Toulouse;31555;2017-04-20;2017.0;;;oui;TV;2893.0
AV DE TOULOUSE;TOULOUSE (AV DE TOULOUSE);Gratentour;31230;2017-05-15;2017.0;ENTRE RUE DE LA GARENNE ET RUE DE LA VIEILL;VERS RUE DE LA GARENNE;;TV;3279.0
AV DE LA ROSERAIE;ROSERAIE (AV DE LA ROSERAIE);Toulouse;31555;2017-09-07;2017.0;ENTRE RUE DES PRIMEVERES ET RUE DES CAPUCIN;VERS CHE MICHOUN;;TV;152.0
AV DES PYRENEES;PYRENEES (AV DES PYRENEES);L'union;31561;2017-05-22;2017.0;ENTRE RUE DU PUY DE SANCY ET IMP COL D'APIN;VERS AV DE GAVARNIE;;TV;3435.0
RUE DU PUY DE SANCY;SANCY (RUE DU PUY DE SANCY);L'union;31561;2017-05-22;2017.0;ENTRE AV DES PYRENEES ET RUE DE MERCOIRE;LES DEUX SENS;;TV;3282.0
AV DE CASTRES;CASTRES (AV DE CASTRES);Toulouse;31555;2017-06-09;2017.0;ENTRE RUE DES ILES ET AV LASBORDES;VERS ROCADE;;TV;7067.0
ANC CHE DE BRAX;BRAX (ANC CHE DE BRAX);Pibrac;31417;2017-04-21;2017.0;ENTRE RUE PETIT PIERRE ET PAS DES CAPELLES;VERS RUE DE LA GARE;;TV;1259.0
RTE DE LEGUEVIN;LEGUEVIN (RTE DE LEGUEVIN);Pibrac;31417;2017-04-21;2017.0;ENTRE RUE PRINCIPALE ET AV BALARDOU;VERS RUE DES PINSONS;;TV;4158.0
BD DE BONREPOS;BONREPOS (BD DE BONREPOS);Toulouse;31555;2017-04-19;2017.0;ENTRE RUE RAYMOND IV ET RUE MATABIAU;VERS RUE MATABIAU;oui;TV;22291.0
CHE D EN SIGAL;SIGAL (CHE D EN SIGAL)__COLOMIERS;Colomiers;31149;2017-04-19;2017.0;ENTRE ALL DE LA BLANQUETTE (est) ET CHE D'E;VERS ALL DE LA BLANQUETTE;;TV;300.0
RUE DES ANTILLES;ANTILLES (RUE DES ANTILLES);Balma;31044;2017-03-21;2017.0;ENTRE RUE SAINT JEAN ET RUE DES BALEARES;VERS RUE SAINT JEAN;;TV;118.0
CHE SAINT PIERRE;PIERRE (CHE SAINT PIERRE);Tournefeuille;31557;2017-09-14;2017.0;ENTRE RUE DU LAURAGAIS ET RUE DE CERDAGNE;VERS RUE DU LAURAGAIS;;TV;3474.0
RUE DE PASSERIVE;PASSERIVE (RUE DE PASSERIVE);Tournefeuille;31557;2017-09-14;2017.0;ENTRE CHE LARRAMET ET RUE DES GRAVES;VERS CHE LARRAMET;;TV;1039.0
CHE DU BOIS;BOIS (CHE DU BOIS);Tournefeuille;31557;2017-09-14;2017.0;ENTRE CHE BORDENOIRE ET IMP DU BOIS;VERS CHE DE BORDENOIRE;;TV;112.0
ALL DE LA FONTAINE;FONTAINE (ALL DE LA FONTAINE);Colomiers;31149;2017-03-17;2017.0;ENTRE RUE CAYRE ET CHE DU VALLESPIR;VERS CHE VALLESPIR;;TV;251.0
ALL DE LA FONTAINE;FONTAINE (ALL DE LA FONTAINE);Colomiers;31149;2017-03-17;2017.0;ENTRE CHE DU PAGE ET CHE DE SALUT;VERS CHE DU PAGE;;TV;437.0
AV DES ETATS UNIS;UNIS (AV DES ETATS UNIS);Toulouse;31555;2017-03-17;2017.0;ENTRE AV DE FONDEYRE ET RUE PADER;VERS RUE PADER;;TV;8827.0
AV SALVADOR ALLENDE;ALLENDE (AV SALVADOR ALLENDE);Aucamville;31022;2017-09-25;2017.0;ENTRE CHE BELLEGARIGUE ET RUE D'OC;VERS AV DE FRONTON;;TV;8738.0
BD PIERRE ET MARIE CURIE;CURIE (BD PIERRE ET MARIE CURIE);Toulouse;31555;2016-03-28;2016.0;ENTRE RUE CAMPISTRON ET RUE AGHONNE;VERSBARRIERE DE PARIS;;TV;9280.0
RUE SAINT HILAIRE;HILAIRE (RUE SAINT HILAIRE);Toulouse;31555;2016-04-08;2016.0;ENTRE RUE SAINT DOMINIQUE ET RUE DES CHALET;VERS RUE DES CHLETS;oui;TV;508.0
RUE ROQUELAINE;ROQUELAINE (RUE ROQUELAINE);Toulouse;31555;2016-04-08;2016.0;ENTRE PL ROQUELAINE ET RUE ZACHARIE;VERS RUE ZACHARIE;oui;TV;2456.0
CHE DE LA PEYRETTE;PEYRETTE (CHE DE LA PEYRETTE);Tournefeuille;31557;2016-04-06;2016.0;ENTRE CHE DE VALETTE HAUT ET  CHE DES BOURD;VERS CHE DE LA VALETTE HAUT;;TV;2150.0
CHE DU CHANDELIER;CHANDELIER (CHE DU CHANDELIER);Tournefeuille;31557;2016-04-11;2016.0;ENTRE RUE DU PIC ET BD DE L'INDUSTRIE;VERS CHE SAINT PIERRE;;TV;1362.0
RUE CHRISTOPHE COLOMB;COLOMB (RUE CHRISTOPHE COLOMB);Toulouse;31555;2016-03-14;2016.0;ENTRE MATABIAU ET VOLTA;VERS RUE VOLTA;;TV;126.0
PL DU PARLEMENT;PARLEMENT (PL DU PARLEMENT);Toulouse;31555;2016-03-14;2016.0;ENTRE RENFORTS ET SALIN;VERS RUE DES RENFORTS;;TV;4791.0
AV DE TOULOUSE;TOULOUSE (AV DE TOULOUSE);L'union;31561;2016-06-16;2016.0;ENTRE RUE DU SOMPORT ET ALL NYMPHEAS;VERS ALL DES NYMPHEAS;;TV;10480.0
PORT DE L EMBOUCHURE;EMBOUCHURE (PORT DE L EMBOUCHURE);Toulouse;31555;2016-09-17;2016.0;ENTRE RTE DE BLAGNAC ET SORTIE ROCADE INTER;VERS CENTRE VILLE;oui;TV;21112.0
RUE DE LA TOURASSE;TOURASSE (RUE DE LA TOURASSE);Toulouse;31555;2016-09-15;2016.0;ENTRE CHE LESTANG ET CHE BRETON;VERS CHE BRETON;;TV;275.0
ALL DES TRICHERIES;TRICHERIES (ALL DES TRICHERIES);Seilh;31541;2016-09-07;2016.0;ENTRE ALL SATRE ET IMP DE LA GARONNETTE;VERS ALL SATRE;;TV;2242.0
DEPARTEMENTALE 59;59 (DEPARTEMENTALE 59);L'union;31561;2016-06-16;2016.0;ENTRE AV PYRENEES ET A68;VERS A68;;TV;11648.0
