Street;Motdir;Commune;"Code
Insee";"Date
Comptage";Année;Section;Sens de comptage;"Voie en
Sens unique";Type;"Moyenne
Jours ouvrés par semaine "
BD DU GENERAL DE GAULLE;GAULLE (BD DU GENERAL DE GAULLE);Colomiers;31149;2016-11-25;2016.0;ENTRE GIR DU LANGUEDOC ET RPT GASCOGNE;VERS BD DE GASCOGNE;;TV;6071.0
CHE DU CHEVREFEUILLE;CHEVREFEUILLE (CHE DU CHEVREFEUILLE);Toulouse;31555;2016-11-25;2016.0;ENTRE RTE DE BAYONNE ET AV BRUNAUD;VERS AV BRUNAUD;;TV;4138.0
RUE ROSA PARKS;PARKS (RUE ROSA PARKS);Toulouse;31555;2016-11-23;2016.0;ENTRE RUE ROQUEMAUREL ET AV DE LOMBEZ;VERS AV DE LOMBEZ;;TV;222.0
RUE PAGES;PAGES (RUE PAGES);Toulouse;31555;2017-03-13;2017.0;ENTRE RTE DE LAUNAGUET ET AV DE FRONTON;VERS AV DE FRONTON;oui;TV;481.0
RTE DE SEYSSES;SEYSSES (RTE DE SEYSSES);Toulouse;31555;2017-01-27;2017.0;ENTRE RUE CHARPENTIER ET RUE BERNADETTE;VERS RTE D'ESPAGNE;;TV;4340.0
RUE DES EGLANTINES;EGLANTINES (RUE DES EGLANTINES);Blagnac;31069;2017-01-25;2017.0;;VERS CHE D'AUSSONNE;oui;TV;309.0
RUE AUGUSTE BARTHOLDI;BARTHOLDI (RUE AUGUSTE BARTHOLDI);Toulouse;31555;2016-12-08;2016.0;ENTRE RUE DES ARTISTES ET RUE NAUDIN;VERS RUE NAUDIN;oui;TV;147.0
CHE SAINT PIERRE;PIERRE (CHE SAINT PIERRE);Tournefeuille;31557;2017-01-13;2017.0;ENTRE CHE PAHIN ET RUE DE TOURAINE;VERS CHE PAHIN;;TV;2374.0
RUE DES VIGNES;VIGNES (RUE DES VIGNES);Toulouse;31555;2016-11-28;2016.0;ENTRE RUE ROSTAND ET ROCADE;VERS RUE ROSTAND;;TV;1363.0
CHE LASSERRE;LASSERRE (CHE LASSERRE);Flourens;31184;2017-02-21;2017.0;ENTRE IMP EN BATUT ET RTE DE CASTRES;VERS RTE DE CASTRES;;TV;1221.0
AV DES HERBETTES;HERBETTES (AV DES HERBETTES);Toulouse;31555;2016-11-12;2016.0;ENTRE CHE DE LA BUTTE ET AV DE LESPINET;VERS AV DE LESPINET;;TV;3321.0
AV EDOUARD BELIN;BELIN (AV EDOUARD BELIN);Toulouse;31555;2016-11-12;2016.0;ENTRE AV ROCHE ET AV DE LESPINET;VERS ROCADE;;TV;6688.0
RUE DE LONGCHAMP;LONGCHAMP (RUE DE LONGCHAMP);Toulouse;31555;2018-10-15;2018.0;ENTRE RUE VALLAURIS ET RUE LAVANDOU;VERS RTE DE SAINT SIMON;;TV;345.0
RUE DU PIC DE JER;JER (RUE DU PIC DE JER);L'union;31561;2018-11-12;2018.0;ENTRE MONT PERDU ET ALL RONCEVAUX;VERS RUE DU MONT LOUIS;;TV;462.0
CHE DE L ARMEE;ARMEE (CHE DE L ARMEE);L'union;31561;2019-01-08;2019.0;ENTRE RTE DE LAVAUR ET CHE DE MONTBERON;VERS CHE DE MONTBERON;;TV;498.0
RUE JOSEPH HUBERT;HUBERT (RUE JOSEPH HUBERT);Balma;31044;2018-12-04;2018.0;ENTRE RUE LUAN ET RUE VIDAILHAN;VERS RUE DE LUAN;;TV;412.0
RUE DE LA VOIE ROMAINE;ROMAINE (RUE DE LA VOIE ROMAINE);Gagnac-Sur-Garonne;31205;2018-03-15;2018.0;ENTRE RUE BEAUTE ET RUE NOVITAL;VERS RD 63;;TV;880.0
ALL DE FERRAT;FERRAT (ALL DE FERRAT);Seilh;31541;2018-03-07;2018.0;ENTRE PL DU BOURG ET RTE DE GRENADE;VERS PL DU BOURG;;TV;397.0
RUE PIERRE ET MARIE CURIE;CURIE (RUE PIERRE ET MARIE CURIE);Aucamville;31022;2018-05-11;2018.0;ENTRE RUE DES PEUPLIERS ET RUE EFFEIL;VERS RUE EFFEIL;;TV;1303.0
BD DE L EUROPE;EUROPE (BD DE L EUROPE);Colomiers;31149;2018-04-05;2018.0;ENTRE BD SEVERAC ET AV SAINT GRANIER;VERS AV SAINT GRANIER;;TV;5714.0
RUE DE LA GRAVETTE;GRAVETTE (RUE DE LA GRAVETTE);Toulouse;31555;2018-05-14;2018.0;ENTRE RUE CUGNAUX ET AV BILLIERES;VERS AV BILLIERES;oui;TV;1857.0
RUE PIERRE ET MARIE CURIE;CURIE (RUE PIERRE ET MARIE CURIE);Aucamville;31022;2018-05-11;2018.0;ENTRE RUE DES PEUPLIERS ET RUE EFFEIL;VERS AV DES ETATS UNIS;;TV;1918.0
RUE ALAIN FOURNIER;FOURNIER (RUE ALAIN FOURNIER);Toulouse;31555;2018-05-12;2018.0;ENTRE VOIE SORTIE ROCADE ET RUE CLOS;VERS RTE DE BAYONNE;;TV;2628.0
RUE SARAH BERNHARDT;BERNHARDT (RUE SARAH BERNHARDT);Toulouse;31555;2018-05-14;2018.0;ENTRE PL MICHAUD ET IMP MARVINGT;VERS RUE MEITNER;;TV;2254.0
RUE MIRABEAU;MIRABEAU (RUE MIRABEAU);Tournefeuille;31557;2018-05-15;2018.0;ENTRE RUE DU 14 JUILLET;VERS AV LECLERC;;TV;94.0
RUE DU PONT MONTAUDRAN;MONTAUDRAN (RUE DU PONT MONTAUDRAN)_TOULOUSE;Toulouse;31555;2018-03-19;2018.0;ENTRE PL DUPUY ET PORT ST SAUVEUR;VERS PORT ST SAUVEUR;oui;TV;7809.0
RUE ESCOUS. MONTGAILLARD;MONTGAILLARD (RUE ESCOUS. MONTGAILLARD);Toulouse;31555;2018-03-19;2018.0;ENTRE RUE ESPINASSE ET RUE VELANE;VERS PL MONTOULIEU;oui;TV;553.0
RUE DU BEARNAIS;BEARNAIS (RUE DU BEARNAIS);Toulouse;31555;2018-03-19;2018.0;ENTRE BD LASCROSSES ET BD MARQUETTE;VERS BD DE LA MARQUETTE;oui;TV;7588.0
RUE SAINT HONEST;HONEST (RUE SAINT HONEST);Toulouse;31555;2018-03-19;2018.0;ENTRE IMP RUDE ET RUE DES CHALETS;VERS RUE DES CHALETS;oui;TV;122.0
BD DE L EMBOUCHURE;EMBOUCHURE (BD DE L EMBOUCHURE);Toulouse;31555;2018-06-15;2018.0;ENTRE RUE GARROS ET RUE MONTMORENCY;VERS RUE MONTMORENCY;oui;TV;17128.0
RUE DE LA SAINTE FAMILLE;FAMILLE (RUE DE LA SAINTE FAMILLE);Toulouse;31555;2018-09-18;2018.0;ENTRE AV DES MINIMES ET RUE BOURBAKI;VERS RUE BOURBAKI;oui;TV;2637.0
RUE GUTENBERG;GUTENBERG (RUE GUTENBERG);Toulouse;31555;2018-09-18;2018.0;ENTRE RUE JAMES ET BD DES MINIMES;VERS RUE JAMMES;oui;TV;318.0
BD DES RECOLLETS;RECOLLETS (BD DES RECOLLETS);Toulouse;31555;2018-08-31;2018.0;ENTRE BELVEDERE ET PT GARIGLIANO;VERS PONT GARIGLIANO;;TV;6114.0
RUE SALVY;SALVY (RUE SALVY);Toulouse;31555;2018-09-18;2018.0;ENTRE RUE DOUAUMONT ET RUE NEGRENEYS;VERS RUE NEGRENEYS;;TV;420.0
BD DES FONTANELLES;FONTANELLES (BD DES FONTANELLES);L'union;31561;2018-09-18;2018.0;ENTRE RUE DES TAMARIS ET RUE DES BLEUETS;VERS RTE DE BESSIERES;;TV;3415.0
ALL DE CARPENTRAS;CARPENTRAS (ALL DE CARPENTRAS);Colomiers;31149;2018-11-15;2018.0;ENTRE AV DES MAROTS ET ALL AVIGNON;VERS ALL D'AVIGNON;oui;TV;113.0
RUE DE GASCOGNE;GASCOGNE (RUE DE GASCOGNE);Toulouse;31555;2018-10-15;2018.0;ENTRE RUE DE CUGNAUX ET AV BILLIERES;VERS AV BILLIERES;oui;TV;1050.0
AV DU PARC;PARC (AV DU PARC);Quint-Fonsegrives;31445;2018-11-15;2018.0;ENTRE RUE DES SOURCES ET RUE DE L'OCCITANIE;VERS AV DE CERDAGNE;;TV;479.0
RUE UNIVERSITE DU MIRAIL;MIRAIL (RUE UNIVERSITE DU MIRAIL);Toulouse;31555;2018-11-08;2018.0;;VERS UNIVERSITE;;TV;1316.0
CHE DE MOULIS;MOULIS (CHE DE MOULIS);Toulouse;31555;2018-11-22;2018.0;ENTRE CHE CROIX BENITE ET RTE DE FRONTON;VERS AV DE FRONTON;;TV;3323.0
RUE EMILE BROUARDEL;BROUARDEL (RUE EMILE BROUARDEL)_TOULOUSE;Toulouse;31555;2014-05-14;2014.0;ENTRE LASCROSSES ET FRANKLIN;VERS MARQUETTE;;TV;383.0
RUE JACQUES LABATUT;LABATUT (RUE JACQUES LABATUT)_TOULOUSE;Toulouse;31555;2014-05-14;2014.0;ENTRE POTIERS ET ST SAUVEUR;SENS UNIQUE VERS ST SAUVEUR;oui;TV;388.0
RUE DE BOURRASSOL;BOURRASSOL (RUE DE BOURRASSOL);Toulouse;31555;2014-04-03;2014.0;ENTRE ROUDIL ET AUTEZAC;SENS UNIQUE VERS BD JEAN BRUNHES;oui;TV;1100.0
AV MAURICE HAURIOU;HAURIOU (AV MAURICE HAURIOU);Toulouse;31555;2014-05-14;2014.0;ENTRE MOULIN DU CHATEAU ET GARONNETTE;VERS NOULIN DU CHATEAU;;TV;5574.0
RTE DE FONBEAUZARD;FONBEAUZARD (RTE DE FONBEAUZARD);Fonbeauzard;31186;2014-04-18;2014.0;ENTRE RTE DE BESSIERES ET RTE DE FONBEAUZAR;LES DEUX SENS;;TV;4741.0
RUE MATABIAU;MATABIAU (RUE MATABIAU)_TOULOUSE;Toulouse;31555;2014-05-14;2014.0;ENTRE VOLTA ET BONREPOS;VERS BONREPOS;;TV;3539.0
CHE DE LASBADORQUES;LASBADORQUES (CHE DE LASBADORQUES);Cornebarrieu;31150;2014-06-10;2014.0;ENTRE CHE DE CORDELLE;VERS DEUX PROVINCES;;TV;320.0
CHE DE BOUDOU;BOUDOU (CHE DE BOUDOU);Launaguet;31282;2017-06-20;2017.0;ENTRE RUE CARNOT ET AV CONDORCET;VERS AV CONDARCET;;TV;5679.0
CHE D EN SIGAL;SIGAL (CHE D EN SIGAL)__COLOMIERS;Colomiers;31149;2017-04-19;2017.0;ENTRE ALL DE LA BLANQUETTE (est) ET CHE D'E;VERS AV ALLENDE;;TV;53.0
IMP SIMONE DUTEMPS;DUTEMPS (IMP SIMONE DUTEMPS);Toulouse;31555;2017-04-20;2017.0;ENTRE RUE EGLANTINE;VERS ALL DE BARCELONE;;TV;124.0
RUE SAINT BERNARD;BERNARD (RUE SAINT BERNARD);Toulouse;31555;2017-05-15;2017.0;ENTRE BERALDI ET BD DE STRASBOURG;VERS BD DE STRASBOURG;oui;TV;2407.0
PL VICTOR HUGO;HUGO (PL VICTOR HUGO);Toulouse;31555;2017-05-15;2017.0;NORD;VERS RUE DU REMPART;oui;TV;766.0
RUE JEAN HONORE FRAGONARD;FRAGONARD (RUE JEAN HONORE FRAGONARD);Toulouse;31555;2017-09-12;2017.0;ENTRE RUE DES CHAMOIS ET RUE DES VIOLETTES;VERS RUE DES CHAMOIS;;TV;102.0
RTE DE GAURE;GAURE (RTE DE GAURE);Balma;31044;2017-09-06;2017.0;ENTRE AV THEGRA ET RTE CHAPITRE;VERS AV THERGA;;TV;3404.0
RUE DE L INVALIDE;INVALIDE (RUE DE L INVALIDE);Toulouse;31555;2017-06-12;2017.0;ENTRE RUE DE L'ISERE ET AV DE CASTRES;VERS AV DE CASTRES;;TV;353.0
RUE DANIELLE CASANOVA;CASANOVA (RUE DANIELLE CASANOVA);Toulouse;31555;2017-09-19;2017.0;ENTRE RUE DE TOUL ET RUE MOLLES;VERS RUE MOLLES;oui;TV;1800.0
RUE SAINTE CLAIRE;CLAIRE (RUE SAINTE CLAIRE);Toulouse;31555;2017-09-20;2017.0;ENTRE RUE NAVES ET RUE JULIA;VERS RUE JULIA;;TV;165.0
BD PIERRE SEMARD;SEMARD (BD PIERRE SEMARD)__TOULOUSE;Toulouse;31555;2017-04-19;2017.0;ENTRE AV DE LYON ET PONT DU 19 MARS;VERS PONT RIQUET;oui;TV;15603.0
RTE DE CASTELGINEST;CASTELGINEST (RTE DE CASTELGINEST);Bruguiþres;31091;2017-03-28;2017.0;ENTRE AV DU BRUGUET ET RTE DE BRUGUIERES;VERS RTE DE BRUGUIERES;;TV;3669.0
RUE DE CUGNAUX;CUGNAUX (RUE DE CUGNAUX);Toulouse;31555;2017-03-22;2017.0;ENTRE PL MALE ET RUE NUNGESSER;VERS ALL CHARLES DE FITTE;;TV;3605.0
ALL DES FRERES HIGOUNENG;HIGOUNENG (ALL DES FRERES HIGOUNENG);Tournefeuille;31557;2017-09-14;2017.0;ENTRE AV GASCOGNE ET RUE AUVERGNE;VERS AV DE GASCOGNE;;TV;2262.0
RTE DE TOURNEFEUILLE;TOURNEFEUILLE (RTE DE TOURNEFEUILLE);Cugnaux;31157;2017-09-14;2017.0;ENTRE RUE DE L'OCCITANIE ET CHE DE CASSEBOI;VERS RUE DE L'OCCITANIE;;TV;3783.0
RUE FRANKLIN;FRANKLIN (RUE FRANKLIN);Toulouse;31555;2017-09-18;2017.0;ENTRE ALL DE BARCELONE ET RUE BROUARDEL;VERS ALL DE BARCELONE;;TV;148.0
AV DES ACACIAS;ACACIAS (AV DES ACACIAS);Union;31561;2017-09-12;2017.0;ENTRE COUDRIERS ET TAMARINS;VERS RUE DES CEDRES;;TV;742.0
RTE D AUCH;AUCH (RTE D AUCH);Colomiers;31149;2017-03-17;2017.0;ENTRE RTE D'AUCH ET ESP MITTERRAND;VERS ESP MITTERRAND (Pibrac);oui;TV;5038.0
BD DEODAT DE SEVERAC;SEVERAC (BD DEODAT DE SEVERAC);Toulouse;31555;2017-09-25;2017.0;ENTRE RUE VESTREPAIN ET AV DE MURET;VERS AV DE MURET;;TV;5190.0
RUE DU CHAIREDON;CHAIREDON (RUE DU CHAIREDON);Toulouse;31555;2016-03-25;2016.0;ENTRE RUE DE TEINTURIERS ET RUE DU PONT VIE;VERS PL OLIVIER;oui;TV;447.0
RUE ACHILLE VIADIEU;VIADIEU (RUE ACHILLE VIADIEU);Toulouse;31555;2016-03-24;2016.0;ENTRE FOURCADE ET RECOLLETS;VERS RECOLLETS;oui;TV;3159.0
RUE MAURIES;MAURIES (RUE MAURIES);Toulouse;31555;2016-03-21;2016.0;ENTRE AV DE L'HERS ET AV DE LA JUNCASSE;VERS AV DE LA JUNCASSE;;TV;70.0
RUE DOMINIQUE INGRES;INGRES (RUE DOMINIQUE INGRES);Toulouse;31555;2016-04-08;2016.0;ENTRE PRINTEMPS ET CHALETS;VERS RUE DU PRINTEMPS;oui;TV;2091.0
RUE DE L ETOILE;ETOILE (RUE DE L ETOILE);Toulouse;31555;2016-03-14;2016.0;ENTRE CANAL ET RIQUET;VERS RUE RIQUET;oui;TV;1832.0
PL DU PARLEMENT;PARLEMENT (PL DU PARLEMENT);Toulouse;31555;2016-03-14;2016.0;ENTRE RENFORTS ET SALIN;VERS PL DU SALIN;;TV;5423.0
RUE DE BORNIER;BORNIER (RUE DE BORNIER);Toulouse;31555;2016-06-11;2016.0;ENTRE RUE BERTHELOT ET AV DU CIMETIERE;VERS AV DU CIMETIERE;oui;TV;1096.0
AV DES PYRENEES;PYRENEES (AV DES PYRENEES);L'union;31561;2016-06-16;2016.0;ENTRE RUE SAINT TROPEZ ET RUE CABANIS;VERS AV DANCELLE;;TV;6539.0
AV DE LAVAUR;LAVAUR (AV DE LAVAUR);Toulouse;31555;2016-06-10;2016.0;ENTRE RUE DES PAQUERETTES ET AV CAMPARDON;VERS AV CAMPARDON;;TV;3495.0
AV D ANDROMEDE;ANDROMEDE (AV D ANDROMEDE);Blagnac;31069;2016-07-01;2016.0;ENTRE RUE PETIT ET RUE FISHL;VERS RD902;;TV;2814.0
CHE DE CAZALBARBIER;CAZALBARBIER (CHE DE CAZALBARBIER)_LAUNAGUET;Launaguet;31282;2016-03-13;2016.0;ENTRE SIGNORET ET COMBES;VERS CHE DES COMBES;;TV;1335.0
AV DE FRONTON;FRONTON (AV DE FRONTON);Toulouse;31555;2016-03-13;2016.0;ENTRE BARRIERE DE PARIS ET RUE PAGES;VERS BARRIERE DE PARIS;;TV;3483.0
CHE DE LA SALVETAT;SALVETAT (CHE DE LA SALVETAT);Colomiers;31149;2016-09-12;2016.0;ENTRE RPT JUPITER ET CHE DE LA NASQUE;VERS N124;;TV;9301.0
AV DU PARC;PARC (AV DU PARC);Blagnac;31069;2016-09-12;2016.0;ENTRE RUE DE NAVARRE ET AV DE GONIN;VERS A621;;TV;5693.0
CHE DE TOURNEFEUILLE;TOURNEFEUILLE (CHE DE TOURNEFEUILLE);Toulouse;31555;2016-01-13;2016.0;ENTRE PETIT CHE TOURNEFEUILLE ET CHE DU TOU;VERS CHE DU TOUCH;;TV;1625.0
RUE SAINT ROCH;ROCH (RUE SAINT ROCH);Toulouse;31555;2016-09-21;2016.0;ENTRE  RUE DANTON ET RUE DES MIRACLES;VERS RUEDES MIRACLES;;TV;1266.0
RUE GEORGES PICOT;PICOT (RUE GEORGES PICOT);Toulouse;31555;2017-12-04;2017.0;ENTRE RUE STE PHILOMENE ET RUE LEO LAGRANGE;VERS ALL DES DEMOISELLES;oui;TV;1396.0
AV DU BICENTENAIRE;BICENTENAIRE (AV DU BICENTENAIRE);Balma;31044;2017-12-01;2017.0;ENTRE RUE ETATS GENERAUX ET RUE REPUBLIQUE;VERS AV DES ARENES;;TV;648.0
CHE DE BOUDOU;BOUDOU (CHE DE BOUDOU);Toulouse;31555;2017-12-07;2017.0;ENTRE RUE FINIISTERE ET RUE DES SABLES;VERS RUE DES SABLES;;TV;3266.0
RUE DE FENOUILLET;FENOUILLET (RUE DE FENOUILLET);Toulouse;31555;2017-11-27;2017.0;ENTRE BD SILVIO TRENTIN ET RUE BRIEUX;VERS BRIEUX;oui;TV;3255.0
RUE ARRIA LY;LY (RUE ARRIA LY);Toulouse;31555;2017-11-22;2017.0;ENTRE CHE NIBOUL ET RUE STE NATHALIE;VERS RUE STE NATHALIE;oui;TV;756.0
RUE EMILE BARRIERE;BARRIERE (RUE EMILE BARRIERE);Toulouse;31555;2017-11-27;2017.0;ENTRE RUE FENOUILLET ET RUE TALLIEN;VERS RUE DE FENOUILLET;;TV;1375.0
CHE DES IZARDS;IZARDS (CHE DES IZARDS);Toulouse;31555;2017-12-14;2017.0;ENTRE RUE BORDELONGUE ET RTE LAUNAGUET;VERS RUE BORDELONGUE;;TV;717.0
RUE EDMOND ROSTAND;ROSTAND (RUE EDMOND ROSTAND);Toulouse;31555;2017-12-07;2017.0;ENTRE RUE CHOPIN ET RUE RIGAL;VERS CHE VIRBENT;;TV;752.0
CHE DE LESTANG;LESTANG (CHE DE LESTANG);Toulouse;31555;2017-10-05;2017.0;ENTRE RUE DELDI ET CHE MONLONG;VERS RTE DE SEYSSES;;TV;4513.0
RUE PIERRE DELDI;DELDI (RUE PIERRE DELDI);Toulouse;31555;2017-10-05;2017.0;ENTRE CHE LESTANG ET IMP ANDURAN;VERS IMP ANDURAN;;TV;327.0
RUE DE CAULET;CAULET (RUE DE CAULET);Toulouse;31555;2017-09-28;2017.0;ENTRE GIR ESCOLA ET RUE TERCE;VERS GIR ESCOLA;;TV;6415.0
CHE DE PELLEPORT;PELLEPORT (CHE DE PELLEPORT)_TOULOUSE;Toulouse;31555;2017-11-07;2017.0;ENTRE BD DES CRETES ET AV ANGLA;VERS BD DES CRETES;;TV;244.0
CHE DU PRADEL;PRADEL (CHE DU PRADEL);Saint-Jory;31490;2017-11-07;2017.0;ENTRE CHE BELDOU ET CHE TRUGUETTES;VERS CHE TRUGUETTES;;TV;101.0
AV FRANCOIS VERDIER;VERDIER (AV FRANCOIS VERDIER);Pibrac;31417;2017-11-29;2017.0;ENTRE RTE DE LIVIGNAC ET CHE BELARD;VERS CHE BELARD;;TV;435.0
RTE DE TOULOUSE;TOULOUSE (RTE DE TOULOUSE);Seilh;31541;2017-11-29;2017.0;ENTRE CHE DE PERCIN ET ALL BOISSON;VERS SEILH;;TV;13202.0
RTE DE LEVIGNAC;LEVIGNAC (RTE DE LEVIGNAC);Pibrac;31417;2017-11-29;2017.0;ENTRE CHE LASSERE ET CHE GAYNE;VERS CHE LASSERRE;;TV;3348.0
CHE DE TUCAUT;TUCAUT (CHE DE TUCAUT);Toulouse;31555;2017-11-30;2017.0;ENTRE RUE WEIL ET IMP TUCAUT;VERS CHE DU LOUP;;TV;6038.0
DEPARTEMENTALE 820;820 (DEPARTEMENTALE 820);Saint-Jory;31490;2017-11-29;2017.0;ENTRE LESPINASSE ET RD20;VERS LESPINASSE;;TV;8571.0
CHE HENRI BESSEMER;BESSEMER (CHE HENRI BESSEMER);Toulouse;31555;2017-11-16;2017.0;ENTRE CHE DU SANG DE SERP ET RUE RAMEAU;VERS BD DE L'EMBOUCHURE;;TV;498.0
RUE JEAN PHILIPPE RAMEAU;RAMEAU (RUE JEAN PHILIPPE RAMEAU);Toulouse;31555;2017-11-16;2017.0;ENTRE RUE BESSEMER ET BD DE SUISSE;VERS BD DE SUISSE;;TV;3835.0
RTE DE LABEGE;LABEGE (RTE DE LABEGE);Toulouse;31555;2017-11-08;2017.0;ENTRE RUE NOUADHIBOU ET CHE MALPERE;VERS CHE MALPERE;;TV;6272.0
BD DE MAURENS;MAURENS (BD DE MAURENS);Cugnaux;31157;2018-01-31;2018.0;ENTRE RUE RUBENS ET RUE MONTEGUT;VERS RUE RUBENS;;TV;2452.0
CHE DE RIVALSUPERVIC;RIVALSUPERVIC (CHE DE RIVALSUPERVIC);Toulouse;31555;2017-09-28;2017.0;ENTRE CHE DES ETROITS CHE PLANTADE;VERS CHE DES ETROITS;;TV;2713.0
CHE DES CANALETS;CANALETS (CHE DES CANALETS);Toulouse;31555;2017-09-28;2017.0;ENTRE CHE DES ETROITS ET CHE PECH DAVID;VERS CHE CHE PECH DAVID;;TV;3014.0
RTE DE SAINT SIMON;SIMON (RTE DE SAINT SIMON);Toulouse;31555;2017-09-25;2017.0;ENTRE CHE GUILHERMY ET RUE ROSSI;VERS CHE DE GUILHERMY;;TV;7795.0
CHE DU VALLON;VALLON (CHE DU VALLON);Toulouse;31555;2017-09-28;2017.0;ENTRE CHE DASQUE ET CHE DUGUA;VERS RUE POULHES;;TV;2095.0
RTE DE CASTRES;CASTRES (RTE DE CASTRES);Quint-Fonsegrives;31445;2018-02-08;2018.0;ENTRE RPT GINESTIERE ET RD64;VERS RPT GINESIERE;;TV;5712.0
RUE DE SOUPETARD;SOUPETARD (RUE DE SOUPETARD);Toulouse;31555;2018-03-05;2018.0;ENTRE AV PLANA ET RUE FRATERNITE;VERS AV ANGLA;;TV;1106.0
RUE DE LA CRESSONNIERE;CRESSONNIERE (RUE DE LA CRESSONNIERE);Cugnaux;31157;2015-11-04;2015.0;ENTRE RUE DU PIC DU MIDI ET RUE MENDES FRAN;VERS AV DU COMMINGES;;TV;808.0
PL ROBERT ESNAULT PELTERIE;PELTERIE (PL ROBERT ESNAULT PELTERIE);Toulouse;31555;2015-11-09;2015.0;ENTRE RUE LECRIVAIN ET PL PELTERIE;VERS PL PELTERIE;;TV;105.0
IMP DE LA FLAMBERE;FLAMBERE (IMP DE LA FLAMBERE);Toulouse;31555;2015-10-02;2015.0;ENTRE CHE DE LA FLAMBERE ET IMPASSE;VERS IMPASSE;;TV;604.0
RUE GEORGES VIVENT;VIVENT (RUE GEORGES VIVENT);Toulouse;31555;2015-04-24;2015.0;ENTRE ALL SAINT SAENS ET RUE PELLETIER;VERS RUE PELLETIER;oui;TV;373.0
RTE DE BAYONNE;BAYONNE (RTE DE BAYONNE);Toulouse;31555;2015-04-24;2015.0;ENTRE RUE RUE SENTENAC ET CHE DE LA BOURIET;VERS CHE DE LA BOURIETTE;;TV;5018.0
ALL DU PIGEONNIER;PIGEONNIER (ALL DU PIGEONNIER);Colomiers;31149;2015-03-30;2015.0;ENTRE ROSTAND ET PETIT COLOMBIER;VERS ROSTAND;;TV;268.0
CHE DES BOURDETTES;BOURDETTES (CHE DES BOURDETTES);Aucamville;31022;2015-04-08;2015.0;ENTRE FAVASSE ET ERABLES;VERS TOULOUSE;;TV;2627.0
ALL MAURICE RAVEL;RAVEL (ALL MAURICE RAVEL);Colomiers;31149;2015-03-30;2015.0;ENTRE MARTIN ET  PAS RAVEL;VERS VALERY;;TV;333.0
RUE PIERRE DE FERMAT;FERMAT (RUE PIERRE DE FERMAT);Toulouse;31555;2015-06-02;2015.0;ENTRE RUE MERLANE ET PL SAINT ETIENNE;SENS UNIQUE VERS PL SAINT ETIENNE;oui;TV;2230.0
CHE DU CABANOT;CABANOT (CHE DU CABANOT);Brax;31088;2015-05-27;2015.0;ENTRE RUE DE L'ARAMON ET RUE LASPACERES;VERS ARAMON;;TV;167.0
RTE D ALBI;ALBI (RTE D ALBI);Toulouse;31555;2015-06-10;2015.0;ENTRE A62 ET RUE ROSTAND;VERS A62;;TV;12198.0
CHE DE RIBAUTE;RIBAUTE (CHE DE RIBAUTE);Balma;31044;2015-06-25;2015.0;ENTRE RTE DE CASTRES ET ZA RIBAUTE;VERS RTE DE CASTRES;;TV;6177.0
RUE DE LONGCHAMPS;LONGCHAMPS (RUE DE LONGCHAMPS);Tournefeuille;31557;2015-06-12;2015.0;ENTRE RUE DE VINCENNES ET RUE GAUGUIN;VERS RUE DE VINCENNES;;TV;682.0
RUE JEAN GIONO;GIONO (RUE JEAN GIONO);Tournefeuille;31557;2015-06-12;2015.0;ENTRE CHE FOURNOLIS ET RUE PAGNOL;VERS CHE FOURNOLIS;;TV;306.0
CHE DE MONLONG;MONLONG (CHE DE MONLONG);Toulouse;31555;2015-06-10;2015.0;ENTRE RUE DELDI ET CHE DU LOUP;VERS CHE DE LESTANG;;TV;952.0
AV ARTHUR HUC;HUC (AV ARTHUR HUC);Toulouse;31555;2015-12-04;2015.0;ENTRE CHE BORDEBLANCHE ET RUE TASTAVIN;VERS AV CORIOLIS;;TV;5097.0
RUE DES SALENQUES;SALENQUES (RUE DES SALENQUES);Toulouse;31555;2014-02-14;2014.0;ENTRE LAUTMANN ET EMBARTHE;SENS UNIQUE VERS EMBARTHE;oui;TV;5305.0
AV DE GAMEVILLE;GAMEVILLE (AV DE GAMEVILLE);St-Orens-De-Gameville;31506;2014-07-10;2014.0;ENTRE CHENES ET SPORTS;les 2 sens;;TV;14600.0
AV CLAUDE GONIN;GONIN (AV CLAUDE GONIN);Blagnac;31069;2014-06-10;2014.0;ENTRE PARC ET SERVANTY;VERS SERVANTY;;TV;4686.0
RTE D ESPAGNE;ESPAGNE (RTE D ESPAGNE)_TOULOUSE;Toulouse;31555;2014-09-30;2014.0;ENTRE EISENHOWER ET SILOS;VERS SILOS;;TV;11191.0
AV DES ACACIAS;ACACIAS (AV DES ACACIAS);Union;31561;2014-10-02;2014.0;ENTRE COUDRIERS ET TAMARINS;LES 2 SENS;;TV;1509.0
RUE JEAN PALAPRAT;PALAPRAT (RUE JEAN PALAPRAT);Toulouse;31555;2014-11-03;2014.0;ENTRE COLOMBETTE ET PERI;SENS UNIQUE VERS PERI;oui;TV;461.0
BD MATABIAU;MATABIAU (BD MATABIAU);Toulouse;31555;2014-11-03;2014.0;ENTRE ORLEAND ET JANY;SENS UNIQUE VERS JANY;oui;TV;21235.0
CHE DE CORDELLE;CORDELLE (CHE DE CORDELLE);Cornebarrieu;31150;2014-11-14;2014.0;SECTION OUEST CHE DE CORDELLE;VERS CHE DE LASBADORQUES;;TV;111.0
